title,author,overview,subject
Haven Point,Virginia Hume,"INSTANT NATIONAL BESTSELLER“The book equivalent of a beach getaway.” —PopSugar""A stunning debut."" ––BookRiotA sweeping debut novel about the generations of a family that spends summers in a seaside enclave on Maine's rocky coastline, for fans of Elin Hilderbrand, Beatriz Williams, and Sarah Blake.1944: Maren Larsen is a blonde beauty from a small Minnesota farming town, determined to do her part to help the war effort––and to see the world beyond her family’s cornfields. As a cadet nurse at Walter Reed Medical Center, she’s swept off her feet by Dr. Oliver Demarest, a handsome Boston Brahmin whose family spends summers in an insular community on the rocky coast of Maine.1970: As the nation grapples with the ongoing conflict in Vietnam, Oliver and Maren are grappling with their fiercely independent seventeen-year-old daughter, Annie, who has fallen for a young man they don’t approve of. Before the summer is over a terrible tragedy will strike the Demarests––and in the aftermath, Annie vows never to return to Haven Point.2008: Annie’s daughter, Skye, has arrived in Maine to help scatter her mother’s ashes. Maren knows that her granddaughter inherited Annie’s view of Haven Point: despite the wild beauty and quaint customs, the regattas and clambakes and sing-alongs, she finds the place––and the people––snobbish and petty. But Maren also knows that Annie never told Skye the whole truth about what happened during that fateful summer.Over seven decades of a changing America, through wars and storms, betrayals and reconciliations, Virginia Hume's Haven Point explores what it means to belong to a place, and to a family, which holds as tightly to its traditions as it does its secrets.",Historical Fiction
China: The Novel,Edward Rutherfurd,"The internationally bestselling author of Paris and New York takes on an exhilarating new world with his trademark epic style in China: The NovelEdward Rutherfurd has enthralled millions of readers with his grand, sweeping historical sagas that tell the history of a famous place over multiple generations. Now, in China: The Novel, Rutherfurd takes readers into the rich and fascinating milieu of the Middle Kingdom.The story begins in 1839, at the dawn of the First Opium War, and follows Chinese history through Mao's Cultural Revolution and up to the present day. Rutherfurd chronicles the rising and falling fortunes of members of Chinese, British, and American families, as they negotiate the tides of history. Along the way, in his signature style, Rutherfurd provides a deeply researched portrait of Chinese history and society, its ancient traditions and great upheavals, and China's emergence as a rising global power. As always, we are treated to romance and adventure, heroines and scoundrels, grinding struggle and incredible fortunes.China: The Novel brings to life the rich terrain of this vast and constantly evolving country. From Shanghai to Nanking to the Great Wall, Rutherfurd chronicles the turbulent rise and fall of empires as the colonial West meets the opulent and complex East in a dramatic struggle between cultures and people.Extraordinarily researched and majestically told, Edward Rutherfurd paints a thrilling portrait of one of the most singular and remarkable countries in the world.",Historical Fiction
The Exiles: A Novel,Christina Baker Kline,"AN INSTANT NEW YORK TIMES BESTSELLEROPTIONED FOR TELEVISION BY BRUNA PAPANDREA, THE PRODUCER OF HBO'S BIG LITTLE LIES“A tour de force of original thought, imagination and promise … Kline takes full advantage of fiction — its freedom to create compelling characters who fully illuminate monumental events to make history accessible and forever etched in our minds."" — Houston ChronicleThe author of the #1 New York Times bestseller Orphan Train returns with an ambitious, emotionally resonant novel about three women whose lives are bound together in nineteenth-century Australia and the hardships they weather together as they fight for redemption and freedom in a new society. Seduced by her employer’s son, Evangeline, a naïve young governess in early nineteenth-century London, is discharged when her pregnancy is discovered and sent to the notorious Newgate Prison. After months in the fetid, overcrowded jail, she learns she is sentenced to “the land beyond the seas,” Van Diemen’s Land, a penal colony in Australia. Though uncertain of what awaits, Evangeline knows one thing: the child she carries will be born on the months-long voyage to this distant land. During the journey on a repurposed slave ship, the Medea, Evangeline strikes up a friendship with Hazel, a girl little older than her former pupils who was sentenced to seven years transport for stealing a silver spoon. Canny where Evangeline is guileless, Hazel—a skilled midwife and herbalist—is soon offering home remedies to both prisoners and sailors in return for a variety of favors. Though Australia has been home to Aboriginal people for more than 50,000 years, the British government in the 1840s considers its fledgling colony uninhabited and unsettled, and views the natives as an unpleasant nuisance. By the time the Medea arrives, many of them have been forcibly relocated, their land seized by white colonists. One of these relocated people is Mathinna, the orphaned daughter of the Chief of the Lowreenne tribe, who has been adopted by the new governor of Van Diemen’s Land. In this gorgeous novel, Christina Baker Kline brilliantly recreates the beginnings of a new society in a beautiful and challenging land, telling the story of Australia from a fresh perspective, through the experiences of Evangeline, Hazel, and Mathinna. While life in Australia is punishing and often brutally unfair, it is also, for some, an opportunity: for redemption, for a new way of life, for unimagined freedom. Told in exquisite detail and incisive prose, The Exiles is a story of grace born from hardship, the unbreakable bonds of female friendships, and the unfettering of legacy.",Historical Fiction
Sisters of the Resistance: A Novel of Catherine Dior's Paris Spy Network,Christine Wells,"One of PopSugar's Best Books of June!Two sisters join the Paris Resistance in this page-turning new novel inspired by the real-life bravery of Catherine Dior, sister of the fashion designer and a heroine of World War II France—perfect for fans of Kate Quinn and Jennifer Chiaverini.""As dazzling as a Dior gown! With a gorgeous blend of fashion, heartbreak, heroism, and love this book will transport you to France...” —Natasha Lester, New York Times bestselling author of The Paris SecretParis, 1944: The war is nearly over, but for members of the Resistance in occupied France, it is more dangerous than ever before. Twenty-five-year-old Gabby Foucher loathes the Nazis, though as the concierge of 10 rue Royale, she does her best to avoid conflict—unlike her bolder sister Yvette, who finds trouble at every turn. Then they are both recruited into the Resistance by Catherine Dior and swept into a treacherous world of spies, fugitives, and intrigue. While Gabby risks everything for the man she is hiding from the Nazis, Yvette must decide whether to trust an enigmatic diplomat who seems to have guessed her secret. As the threat of betrayal draws ever-closer, one slip could mean the deaths of many, and both sisters must make choices they might regret. Paris, 1947: Yvette returns from New York to reunite with Gabby and begin life anew as a mannequin for Dior, who is revolutionizing fashion with the New Look. But first she must discover the truth behind Catherine’s terrible fate, while Gabby finds that there are many kinds of courage, and that love is always worth fighting for.",Historical Fiction
The Book of Lost Friends: A Novel,Lisa Wingate,"NEW YORK TIMES BESTSELLER • From the bestselling author of Before We Were Yours comes a new historical novel: the dramatic story of three young women searching for family amid the destruction of the post–Civil War South, and of a modern-day teacher who learns of their story and its vital connection to her students’ lives.Bestselling author Lisa Wingate brings to life startling stories from actual “Lost Friends” advertisements that appeared in Southern newspapers after the Civil War, as newly freed slaves desperately searched for loved ones who had been sold away.Louisiana, 1875: In the tumultuous era of Reconstruction, three young women set off as unwilling companions on a perilous quest: Hannie, a freed slave; Lavinia, the pampered heir to a now destitute plantation; and Juneau Jane, Lavinia’s Creole half sister. Each carries private wounds and powerful secrets as they head for Texas, following roads rife with vigilantes and soldiers still fighting a war lost a decade before. For Lavinia and Juneau Jane, the journey is one of stolen inheritance and financial desperation, but for Hannie, torn from her mother and siblings before slavery’s end, the pilgrimage west reignites an agonizing question: Could her long-lost family still be out there? Beyond the swamps lie the limitless frontiers of Texas and, improbably, hope.Louisiana, 1987: For first-year teacher Benedetta Silva, a subsidized job at a poor rural school seems like the ticket to canceling her hefty student debt—until she lands in a tiny, out-of-step Mississippi River town. Augustine, Louisiana, is suspicious of new ideas and new people, and Benny can scarcely comprehend the lives of her poverty-stricken students. But amid the gnarled live oaks and run-down plantation homes lie the century-old history of three young women, a long-ago journey, and a hidden book that could change everything.",Historical Fiction
"Katharine Parr, The Sixth Wife: A Novel",Alison Weir,"Bestselling author and acclaimed historian Alison Weir brings her Tudor Queens series to a close with the remarkable story of Henry VIII's sixth and final wife, who manages to survive him and remarry, only to be thrown into a romantic intrigue that threatens the very throne of England.“A detailed and convincing portrait of an extraordinary life. Taken as a whole, this series is a serious achievement.”—The Times (London)Having sent his much-beloved but deceitful young wife Katheryn Howard to her beheading, King Henry fixes his lonely eyes on a more mature woman, thirty-year-old, twice-widowed Katharine Parr. She, however, is in love with Sir Thomas Seymour, brother to the late Queen Jane. Aware of his rival, Henry sends him abroad, leaving Katharine no choice but to become Henry’s sixth queen in 1543. The king is no longer in any condition to father a child, but Katharine is content to mother his three children, Mary, Elizabeth, and the longed-for male heir, Edward.Four years into the marriage, Henry dies, leaving England’s throne to nine-year-old Edward—a puppet in the hands of ruthlessly ambitious royal courtiers—and Katharine's life takes a more complicated turn. Thrilled at this renewed opportunity to wed her first love, Katharine doesn't realize that Sir Thomas now sees her as a mere stepping stone to the throne, his eye actually set on bedding and wedding fourteen-year-old Elizabeth. The princess is innocently flattered by his attentions, allowing him into her bedroom, to the shock of her household. The result is a tangled tale of love and a struggle for power, bringing to a close the dramatic and violent reign of Henry VIII.",Historical Fiction
The River Between Us,Liz Fenwick,"A forgotten house and a secret hidden for a century…'Wonderfully evocative’ Judy Finnigan'An absolute delight!' Hazel Gaynor‘Wonderful escapism’ Tracy Rees’A lovely story' Erica James‘Gloriously rich’ Rachel Hore‘Sublime storytelling’ Cathy Bramley‘Emotional’ Kate RyderFollowing the breakdown of her marriage, Theo has bought a tumbledown cottage on the banks of the river Tamar which divides Cornwall and Devon. The peace and tranquillity of Boatman’s Cottage, nestled by the water, is just what she needs to heal.Yet soon after her arrival, Theo discovers a stash of hidden letters tied with a ribbon, untouched for more than a century. The letters – sent from the battlefields of France during WW1 – tell of a young servant from the nearby manor house, Abbotswood, and his love for a woman he was destined to lose.As she begins to bring Boatman’s Cottage and its gardens back to life, Theo pieces together a story of star-crossed lovers played out against the river, while finding her own new path to happiness.The River Between Us beautifully explores the mystery and secrets of a long-forgotten love affair, and will be loved by fans of Kate Morton.Praise for The River Between Us:'Wonderfully evocative’ Judy Finnigan'Full of delicious atmosphere and intrigue, and with a compelling mystery flowing through its pages … an absolute delight!' Hazel Gaynor‘Wonderful escapism … a relaxing, evocative read’ Tracy Rees'A lovely story that blends the past and the present beautifully' Erica James‘I enjoyed sinking into this gloriously rich novel, so laced with secrets. What a vivid cast of characters!’ Rachel Hore‘Sublime storytelling’ Cathy Bramley‘A compellingly atmospheric and emotional rollercoaster of a read’ Kate Ryder‘Beautifully descriptive, unashamedly romantic and evocative’ Veronica Henry‘A captivating and romantic Cornish story that explores the tangle of relationships connecting us through time’ Susanna Kearsley‘Captures the magical atmosphere of Devon and Cornwall’ Rosanna Ley‘I had THAT feeling when you've been away to a lovely place for a while and don't want to come back’ Nicola Cornick",Historical Fiction
Widespread Panic (Signed Book),James Ellroy,"From the modern master of noir comes a novel about the malevolent monarch of the 1950s Hollywood underground—a tale of pervasive paranoia teeming with communist conspiracies, FBI finks, celebrity smut films, and strange bedfellows.Freddy Otash was the man in the know and the man to know in ‘50s L.A. He was a rogue cop, a sleazoid private eye, a shakedown artist, a pimp—and, most notably, the head strong-arm goon for Confidential magazine.  Confidential presaged the idiot internet—and delivered the dirt, the dish, the insidious ink, and the scurrilous skank. It mauled misanthropic movie stars, sex-soiled socialites, and putzo politicians. Mattress Jack Kennedy, James Dean, Montgomery Clift, Burt Lancaster, Liz Taylor, Rock Hudson—Frantic Freddy outed them all. He was the Tattle Tyrant who held Hollywood hostage, and now he’s here to CONFESS. “I’m consumed with candor and wracked with recollection. I’m revitalized and resurgent. My meshugenah march down memory lane begins NOW.” In Freddy’s viciously entertaining voice, Widespread Panic torches 1950s Hollywood to the ground. It’s a blazing revelation of coruscating corruption, pervasive paranoia, and of sin and redemption with nothing in between. Here is James Ellroy in savage quintessence. Freddy Otash confesses—and you are here to read and succumb.",Historical Fiction
The Lions of Fifth Avenue: A Novel,Fiona Davis,"A Good Morning America Book Club Pick and a New York Times bestseller!   “A page-turner for booklovers everywhere! . . . A story of family ties, their lost dreams, and the redemption that comes from discovering truth.”—Adriana Trigiani, bestselling author of The Shoemaker's Wife In New York Times bestselling author Fiona Davis's latest historical novel, a series of book thefts roils the iconic New York Public Library, leaving two generations of strong-willed women to pick up the pieces. It's 1913, and on the surface, Laura Lyons couldn't ask for more out of life—her husband is the superintendent of the New York Public Library, allowing their family to live in an apartment within the grand building, and they are blessed with two children. But headstrong, passionate Laura wants more, and when she takes a leap of faith and applies to the Columbia Journalism School, her world is cracked wide open. As her studies take her all over the city, she is drawn to Greenwich Village's new bohemia, where she discovers the Heterodoxy Club—a radical, all-female group in which women are encouraged to loudly share their opinions on suffrage, birth control, and women's rights. Soon, Laura finds herself questioning her traditional role as wife and mother. And when valuable books are stolen back at the library, threatening the home and institution she loves, she's forced to confront her shifting priorities head on . . . and may just lose everything in the process. Eighty years later, in 1993, Sadie Donovan struggles with the legacy of her grandmother, the famous essayist Laura Lyons, especially after she's wrangled her dream job as a curator at the New York Public Library. But the job quickly becomes a nightmare when rare manuscripts, notes, and books for the exhibit Sadie's running begin disappearing from the library's famous Berg Collection. Determined to save both the exhibit and her career, the typically risk-averse Sadie teams up with a private security expert to uncover the culprit. However, things unexpectedly become personal when the investigation leads Sadie to some unwelcome truths about her own family heritage—truths that shed new light on the biggest tragedy in the library's history.",Historical Fiction
The Hidden Palace: A Novel of the Golem and the Jinni,Helene Wecker,"""Richly nuanced and beautiful. . . . An immersive and magical tale of loneliness, love, and finding hope.” — BuzzfeedIn this enthralling historical epic, set in New York City and the Middle East in the years leading to World War I— the long-awaited follow-up to the acclaimed New York Times bestseller The Golem and the Jinni—Helene Wecker revisits her beloved characters Chava and Ahmad as they confront unexpected new challenges in a rapidly changing human world.Chava is a golem, a woman made of clay, who can hear the thoughts and longings of those around her and feels compelled by her nature to help them. Ahmad is a jinni, a restless creature of fire, once free to roam the desert but now imprisoned in the shape of a man. Fearing they’ll be exposed as monsters, these magical beings hide their true selves and try to pass as human—just two more immigrants in the bustling world of 1900s Manhattan. Brought together under calamitous circumstances, their lives are now entwined—but they’re not yet certain of what they mean to each other.Both Chava and Ahmad have changed the lives of the people around them. Park Avenue heiress Sophia Winston, whose brief encounter with Ahmad left her with a strange illness that makes her shiver with cold, travels to the Middle East to seek a cure. There she meets Dima, a tempestuous female jinni who’s been banished from her tribe. Back in New York, in a tenement on the Lower East Side, a little girl named Kreindel helps her rabbi father build a golem they name Yossele—not knowing that she’s about to be sent to an orphanage uptown, where the hulking Yossele will become her only friend and protector.Spanning the tumultuous years from the turn of the twentieth century to the beginning of World War I, The Hidden Palace follows these lives and others as they collide and interleave. Can Chava and Ahmad find their places in the human world while remaining true to each other? Or will their opposing natures and desires eventually tear them apart—especially once they encounter, thrillingly, other beings like themselves?",Historical Fiction
Island Queen: A Novel,Vanessa Riley,"“Riveting and transformative, evocative and immersive...by turns vibrant and bold and wise, discovering Dorothy’s story is a singular pleasure.”--The New York Times“Richly detailed, vividly depicted, and sweeping in scope, Island Queen is historical fiction at its absolute finest. A stunning must-read!”—Chanel Cleeton, New York Times bestselling author of The Most Beautiful Girl in CubaA remarkable, sweeping historical novel based on the incredible true life story of Dorothy Kirwan Thomas, a free woman of color who rose from slavery to become one of the wealthiest and most powerful landowners in the colonial West Indies. Born into slavery on the tiny Caribbean island of Montserrat, Doll bought her freedom—and that of her sister and her mother—from her Irish planter father and built a legacy of wealth and power as an entrepreneur, merchant, hotelier, and planter that extended from the marketplaces and sugar plantations of Dominica and Barbados to a glittering luxury hotel in Demerara on the South American continent.Vanessa Riley’s novel brings Doll to vivid life as she rises above the harsh realities of slavery and colonialism by working the system and leveraging the competing attentions of the men in her life: a restless shipping merchant, Joseph Thomas; a wealthy planter hiding a secret, John Coseveldt Cells; and a roguish naval captain who will later become King William IV of England.From the bustling port cities of the West Indies to the forbidding drawing rooms of London’s elite, Island Queen is a sweeping epic of an adventurer and a survivor who answered to no one but herself as she rose to power and autonomy against all odds, defying rigid eighteenth-century morality and the oppression of women as well as people of color. It is an unforgettable portrait of a true larger-than-life woman who made her mark on history.",Historical Fiction
The Book of Accidents: A Novel,Chuck Wendig,"A family returns to their hometown—and to the dark past that haunts them still—in this masterpiece of literary horror by the New York Times bestselling author of Wanderers“The dread, the scope, the pacing, the turns—I haven’t felt all this so intensely since The Shining.”—Stephen Graham Jones, New York Times bestselling author of The Only Good IndiansLong ago, Nathan lived in a house in the country with his abusive father—and has never told his family what happened there. Long ago, Maddie was a little girl making dolls in her bedroom when she saw something she shouldn’t have—and is trying to remember that lost trauma by making haunting sculptures. Long ago, something sinister, something hungry, walked in the tunnels and the mountains and the coal mines of their hometown in rural Pennsylvania. Now, Nate and Maddie Graves are married, and they have moved back to their hometown with their son, Oliver.  And now what happened long ago is happening again . . . and it is happening to Oliver. He meets a strange boy who becomes his best friend, a boy with secrets of his own and a taste for dark magic. This dark magic puts them at the heart of a battle of good versus evil and a fight for the soul of the family—and perhaps for all of the world. But the Graves family has a secret weapon in this battle: their love for one another.",Horror
The Final Girl Support Group,Grady Hendrix,"“The horror master…puts his unique spin on slasher movie tropes.”-USA TodayA can't-miss summer read, selected by The New York Times, Oprah Daily, Time, USA Today, The Philadelphia Inquirer, CNN, LitHub, BookRiot, Bustle, Popsugar and the New York Public LibraryIn horror movies, the final girls are the ones left standing when the credits roll. They made it through the worst night of their lives…but what happens after?  Like his bestselling novel The Southern Book Club’s Guide to Slaying Vampires, Grady Hendrix’s latest is a fast-paced, frightening, and wickedly humorous thriller. From chain saws to summer camp slayers, The Final Girl Support Group pays tribute to and slyly subverts our most popular horror films—movies like The Texas Chainsaw Massacre, A Nightmare on Elm Street, and Scream.  Lynnette Tarkington is a real-life final girl who survived a massacre. For more than a decade, she’s been meeting with five other final girls and their therapist in a support group for those who survived the unthinkable, working to put their lives back together. Then one woman misses a meeting, and their worst fears are realized—someone knows about the group and is determined to rip their lives apart again, piece by piece.   But the thing about final girls is that no matter how bad the odds, how dark the night, how sharp the knife, they will never, ever give up.",Horror
The Twenty Days of Turin,Giorgio De Maria,"An NPR Best Book of the Year Written during the height of the 1970s Italian domestic terror, a cult novel, with distinct echoes of Lovecraft and Borges, makes its English-language debut. In the spare wing of a church-run sanatorium, some zealous youths create ""the Library,"" a space where lonely citizens can read one another’s personal diaries and connect with like-minded souls in ""dialogues across the ether."" But when their scribblings devolve into the ugliest confessions of the macabre, the Library’s users learn too late that a malicious force has consumed their privacy and their sanity. As the city of Turin suffers a twenty-day ""phenomenon of collective psychosis"" culminating in nightly massacres that hundreds of witnesses cannot explain, the Library is shut down and erased from history. That is, until a lonely salaryman decides to investigate these mysterious events, which the citizenry of Turin fear to mention. Inevitably drawn into the city’s occult netherworld, he unearths the stuff of modern nightmares: what’s shared can never be unshared. An allegory inspired by the grisly neo-fascist campaigns of its day, The Twenty Days of Turin has enjoyed a fervent cult following in Italy for forty years. Now, in a fretful new age of ""lone-wolf"" terrorism fueled by social media, we can find uncanny resonances in Giorgio De Maria’s vision of mass fear: a mute, palpitating dread that seeps into every moment of daily existence. With its stunning anticipation of the Internet—and the apocalyptic repercussions of oversharing—this bleak, prescient story is more disturbingly pertinent than ever. Brilliantly translated into English for the first time by Ramon Glazov, The Twenty Days of Turin establishes De Maria’s place among the literary ranks of Italo Calvino and beside classic horror masters such as Edgar Allan Poe and H. P. Lovecraft. Hauntingly imaginative, with visceral prose that chills to the marrow, the novel is an eerily clairvoyant magnum opus, long overdue but ever timely.",Horror
Horror Show,Greg Kihn,"A Bram Stoker Award finalist for Best First Novel: This endlessly inventive thriller pays homage to 1950s Hollywood horror films—with a demonic twist Schlock horror director Landis Woodley lives in a decaying mansion in the Hollywood Hills. When he abandoned the movie business—after being reduced to filming skin flicks and peep shows—he also left a laundry list of enemies, including the IRS. But avid fan Clint Stockbern is determined to write a piece on the alcoholic recluse for Monster magazine. Woodley agrees to the interview—for $600 in cash.   As the tape recorder starts rolling, Stockbern travels back in time with Woodley. He hears recollections of Attack of the Haunted Saucer, the worst movie of all time, and Blood Ghouls of Malibu. But he really wants to know about Woodley’s masterpiece, Cadaver. Shot on location in the Los Angeles County morgue, the film was rumored to have used real corpses and everyone associated with the production has been fatally haunted since its 1957 release. But the truth is far more terrifying than Stockbern imagined. Is a dead Satanist, possessed by the devil, reaching out beyond the grave? Or is the reporter the final victim in a diabolical scheme dreamed up by mortals?  Horror Show is a wild and wacky romp that sends up mid-century Hollywood horror movies and schlockmeisters Roger Corman, William Castle, and Ed Wood.",Horror
Mexican Gothic,Silvia Moreno-Garcia,"NEW YORK TIMES BESTSELLER • “It’s Lovecraft meets the Brontës in Latin America, and after a slow-burn start Mexican Gothic gets seriously weird.”—The Guardian IN DEVELOPMENT AS A HULU ORIGINAL LIMITED SERIES PRODUCED BY KELLY RIPA AND MARK CONSUELOS • WINNER OF THE LOCUS AWARD •  NOMINATED FOR THE BRAM STOKER AWARD • NAMED ONE OF THE BEST BOOKS OF THE YEAR BY The New Yorker • Vanity Fair • NPR • The Washington Post • Tordotcom • Marie Claire • Vox • Mashable • Men’s Health • Library Journal • Book Riot • LibraryReads An isolated mansion. A chillingly charismatic aristocrat. And a brave socialite drawn to expose their treacherous secrets. . . . From the author of Gods of Jade and Shadow comes “a terrifying twist on classic gothic horror” (Kirkus Reviews) set in glamorous 1950s Mexico.After receiving a frantic letter from her newly-wed cousin begging for someone to save her from a mysterious doom, Noemí Taboada heads to High Place, a distant house in the Mexican countryside. She’s not sure what she will find—her cousin’s husband, a handsome Englishman, is a stranger, and Noemí knows little about the region.    Noemí is also an unlikely rescuer: She’s a glamorous debutante, and her chic gowns and perfect red lipstick are more suited for cocktail parties than amateur sleuthing. But she’s also tough and smart, with an indomitable will, and she is not afraid: Not of her cousin’s new husband, who is both menacing and alluring; not of his father, the ancient patriarch who seems to be fascinated by Noemí; and not even of the house itself, which begins to invade Noemi’s dreams with visions of blood and doom. Her only ally in this inhospitable abode is the family’s youngest son. Shy and gentle, he seems to want to help Noemí, but might also be hiding dark knowledge of his family’s past. For there are many secrets behind the walls of High Place. The family’s once colossal wealth and faded mining empire kept them from prying eyes, but as Noemí digs deeper she unearths stories of violence and madness.  And Noemí, mesmerized by the terrifying yet seductive world of High Place, may soon find it impossible to ever leave this enigmatic house behind.“It’s as if a supernatural power compels us to turn the pages of the gripping Mexican Gothic.”—The Washington Post“Mexican Gothic is the perfect summer horror read, and marks Moreno-Garcia with her hypnotic and engaging prose as one of the genre’s most exciting talents.”—Nerdist“A period thriller as rich in suspense as it is in lush ’50s atmosphere.”—Entertainment Weekly",Horror
Lisey's Story,Stephen King,"*Now an Apple TV+ limited series starring Julianne Moore and Clive Owen* The “haunting…tender, intimate book that makes an epic interior journey” (The New York Times), Lisey’s Story is a literary masterpiece—an extraordinarily moving and haunting portrait of a marriage and its aftermath.Lisey lost her husband Scott two years ago, after a twenty-five year marriage of profound and sometimes frightening intimacy. Scott was an award-winning, bestselling novelist and a very complicated man. Early in their relationship, before they married, Lisey knew there was a place Scott went—a place that both terrified and healed him, could eat him alive or give him the ideas he needed in order to live. Now it’s Lisey’s turn to face Scott’s demons, to go to that terrifying place known as Boo’ya Moon. What begins as a widow’s effort to sort through the papers of her celebrated husband becomes a nearly fatal journey into the darkness he inhabited.  “Intricate...exhilarating” (The New Yorker), perhaps Stephen King’s most personal and powerful novel ever, Lisey’s Story is about the wellsprings of creativity, the temptations of madness, and the secret language of love. It is a beautiful, “rich portrait of a marriage, and the complicated affection that outlives death” (The Washington Post).",Horror
Home Before Dark,Riley Sager,"In the latest thriller from New York Times bestseller Riley Sager, a woman returns to the house made famous by her father’s bestselling horror memoir. Is the place really haunted by evil forces, as her father claimed? Or are there more earthbound—and dangerous—secrets hidden within its walls?What was it like? Living in that house.Maggie Holt is used to such questions. Twenty-five years ago, she and her parents, Ewan and Jess, moved into Baneberry Hall, a rambling Victorian estate in the Vermont woods. They spent three weeks there before fleeing in the dead of night, an ordeal Ewan later recounted in a nonfiction book called House of Horrors. His tale of ghostly happenings and encounters with malevolent spirits became a worldwide phenomenon, rivaling The Amityville Horror in popularity—and skepticism.Today, Maggie is a restorer of old homes and too young to remember any of the events mentioned in her father's book. But she also doesn’t believe a word of it. Ghosts, after all, don’t exist. When Maggie inherits Baneberry Hall after her father's death, she returns to renovate the place to prepare it for sale. But her homecoming is anything but warm. People from the past, chronicled in House of Horrors, lurk in the shadows. And locals aren’t thrilled that their small town has been made infamous thanks to Maggie’s father. Even more unnerving is Baneberry Hall itself—a place filled with relics from another era that hint at a history of dark deeds. As Maggie experiences strange occurrences straight out of her father’s book, she starts to believe that what he wrote was more fact than fiction.",Horror
Stranger in Town (Sloane Monroe Series #4),Cheryl Bradshaw,"A Shamus Award finalist for best PI novel.  ""A twisted mystery with surprising twists and a fascinating premise."" -Sheila Deeth, Vine Voice  A frantic mother runs up and down the aisles of Maybelle's Market, desperately searching for her missing daughter. But she's far too late. Six-year-old Olivia is already gone, already in the arms of a stranger. Will private investigator Sloane Monroe find her before it's too late? Like stories that keep you guessing? You'll be up all night with this New York Times and USA Today best selling mystery series. ""Page-turning from the first chapter to the last, Stranger in Town brings fiction to the edge of reality."" -Chris Blewitt, Bestselling Author of The Lost Journal ""Great story. Bradshaw has put together a first-class tale."" - Warren A. Lewis, Top Fiction Contributor ""Hard to put down from the intriguing first chapter to the spine-tingling conclusion."" - Laurie Hanan, Top Fiction Contributor ""A female PI that's real, interesting, and individual."" - Gerry McCullough, #1 Bestselling Author of Belfast GirlsBook series in order by Cheryl Bradshaw  Addison Lockhart Ghost Mystery Series1. Grayson Manor Haunting2. Rosecliff Manor Haunting3. Blackthorn Manor Haunting4. Belle Manor Haunting - Coming Fall 2019  Sloane Monroe Mystery/Thriller Series1. Black Diamond Death2. Murder in Mind3. I Have a Secret4. Stranger in Town - Shamus Award Finalist 5. Bed of Bones - USA Today Bestseller6. Hush Now Baby - USA Today Bestseller7. Gone Daddy Gone - USA Today Bestseller8. Smoke and Mirrors - August 2019 New Release!   Sloane Monroe Stories - Mystery Novella Series1. Deadly Sins: Sloth2. Deadly Sins: Wrath 3. Deadly Sins: Lust - New Release! Stand Alone Mystery/Thriller Novels1. Eye for Revenge - USA Today Bestseller2. The Perfect Lie3. Hickory Dickory Dead - USA Today Bestseller4. Roadkill - New Release! - USA Today Bestseller",Horror
Hunting Ground (Alpha and Omega Series #2),Patricia Briggs,"#1 New York Times bestselling author Patricia Briggs invites readers to follow her into the seductive realm of the Alpha and Omega series…  Anne Latham didn't know how complicated life could be until she became a werewolf and was mated to Charles Cornick, the son—and enforcer—of the leader of the North American werewolves. She didn't know how dangerous it could be either...  Anna and Charles have just been enlisted to attend a summit to present Bran's controversial proposition: that the wolves should finally reveal themselves to humans. But the most feared Alpha in Europe is dead set against the plan—and it seems like someone else might be, too. When Anna is attacked by vampires using pack magic, the kind of power only werewolves should be able to draw on, Charles and Anna must combine their talents to hunt down whoever is behind it all—or risk losing everything...",Horror
Violets Are Blue (Alex Cross Series #7),James Patterson,"Detective Alex Cross must confront his most terrifying nemesis ever -- and his own deepest fears -- in this electrifying thriller from the world's #1 bestselling writer. D.C. Detective Alex Cross has seen a lot of crime scenes. But even he is appalled by the gruesome murders of two joggers in San Francisco's Golden Gate Park-killings that look more like the work of savage beasts than humans. Local police are horrified and even the FBI is baffled.Then, as Cross is called in to take on the case, the carnage takes off, leaving a trail of bodies across America and sweeping him to Savannah, Las Vegas, New Orleans, Los Angeles as his nemesis, the merciless criminal known as the Mastermind, stalks him, taunts him, and once again, threatens everything he holds dear...",Horror
Strangers: A Psychological Thriller,Dean Koontz,"“The plot twists ingeniously...an engaging, often chilling book.”—The New York Times Book Review   A writer in California. A doctor in Boston. A motel owner and his employee in Nevada. A priest in Chicago. A robber in New York. A little girl in Las Vegas. They’re a handful of people from across the country, living through eerie variations of the same nightmare.     A dark memory is calling out to them. And soon they will be drawn together, deep in the heart of a sprawling desert, where the terrifying truth awaits...",Horror
'Salem's Lot,Stephen King,"Ben Mears has returned to Jerusalem’s Lot in hopes that exploring the history of the Marsten House, an old mansion long the subject of rumor and speculation, will help him cast out his personal devils and provide inspiration for his new book. But when two young boys venture into the woods, and only one returns alive, Mears begins to realize that something sinister is at work—in fact, his hometown is under siege from forces of darkness far beyond his imagination. And only he, with a small group of allies, can hope to contain the evil that is growing within the borders of this small New England town.With this, his second novel, Stephen King established himself as an indisputable master of American horror, able to transform the old conceits of the genre into something fresh and all the more frightening for taking place in a familiar, idyllic locale.",Horror
