,title,author,overview,genre
231,Nomadland: Surviving America in the Twenty-First Century,Jessica Bruder,"The inspiration for Chloé Zhao's celebrated film starring Frances McDormand, winner of the Academy Awards for Best Picture, Best Director, and Best Actress March and April pick for the PBS Newshour-New York Times ""Now Read This"" Book ClubNew York Times bestseller ""People who thought the 2008 financial collapse was over a long time ago need to meet the people Jessica Bruder got to know in this scorching, beautifully written, vivid, disturbing (and occasionally wryly funny) book."" —Rebecca Solnit From the beet fields of North Dakota to the National Forest campgrounds of California to Amazon’s CamperForce program in Texas, employers have discovered a new, low-cost labor pool, made up largely of transient older Americans. Finding that social security comes up short, often underwater on mortgages, these invisible casualties of the Great Recession have taken to the road by the tens of thousands in late-model RVs, travel trailers, and vans, forming a growing community of nomads.On frequently traveled routes between seasonal jobs, Jessica Bruder meets people from all walks of life: a former professor, a McDonald’s vice president, a minister, a college administrator, and a motorcycle cop, among many others—including her irrepressible protagonist, a onetime cocktail waitress, Home Depot clerk, and general contractor named Linda May.In a secondhand vehicle she christens “Van Halen,” Bruder hits the road to get to know her subjects more intimately. Accompanying Linda May and others from campground toilet cleaning to warehouse product scanning to desert reunions, then moving on to the dangerous work of beet harvesting, Bruder tells a compelling, eye-opening tale of the dark underbelly of the American economy—one that foreshadows the precarious future that may await many more of us. At the same time, she celebrates the exceptional resilience and creativity of these quintessential Americans who have given up ordinary rootedness to survive. Like Linda May, who dreams of finding land on which to build her own sustainable “Earthship” home, they have not given up hope.",Business
232,You're Invited: The Art and Science of Cultivating Influence,Jon Levy,"** A New York Times, Wall Street Journal, and USAToday Bestseller **Regardless of what you want to accomplish, from growing your business, creating a great company culture, championing a social cause, or affecting your habits, you can’t do it alone. The people around you define your success (whatever that means for you) and they have the potential to change the course of your life.That’s what You’re Invited is about: The most universal strategy for success is creating meaningful connections with those who can impact you, your life, and the things you care about. But how do you make those connections and build trust quickly? What do you do if you’re introverted or hate networking? Behavioral scientist Jon Levy had no money, reputation or status, but was able to convince groups of Nobel Laureates, Olympians, celebrities, Fortune 500 executives, and even an occasional princess to not only give him advice, but cook him dinner, wash his dishes, sweep his floors, and then thank him for the experience. The goal of his gatherings, much like this book, was not networking, but to build meaningful and lasting relationships.    This private community based around the dinner experience became known as “The Influencers”, named for the member’s success and industry influence. Since its inception more than a decade ago, The Influencers has grown into the largest private group of its kind worldwide, with a thriving community both in person and through digital experiences.In You’re Invited, Levy guides readers through the art and science of creating deep and meaningful connections with anyone, regardless of their stature or celebrity, and demonstrates how we develop influence, gain trust, and build community so that we can impact our communities and achieve what’s important to us.",Business
233,Grit: The Power of Passion and Perseverance,Angela Duckworth,"In this instant New York Times bestseller, Angela Duckworth shows anyone striving to succeed that the secret to outstanding achievement is not talent, but a special blend of passion and persistence she calls “grit.” “Inspiration for non-geniuses everywhere” (People).The daughter of a scientist who frequently noted her lack of “genius,” Angela Duckworth is now a celebrated researcher and professor. It was her early eye-opening stints in teaching, business consulting, and neuroscience that led to her hypothesis about what really drives success: not genius, but a unique combination of passion and long-term perseverance.  In Grit, she takes us into the field to visit cadets struggling through their first days at West Point, teachers working in some of the toughest schools, and young finalists in the National Spelling Bee. She also mines fascinating insights from history and shows what can be gleaned from modern experiments in peak performance. Finally, she shares what she’s learned from interviewing dozens of high achievers—from JP Morgan CEO Jamie Dimon to New Yorker cartoon editor Bob Mankoff to Seattle Seahawks Coach Pete Carroll.  “Duckworth’s ideas about the cultivation of tenacity have clearly changed some lives for the better” (The New York Times Book Review). Among Grit’s most valuable insights: any effort you make ultimately counts twice toward your goal; grit can be learned, regardless of IQ or circumstances; when it comes to child-rearing, neither a warm embrace nor high standards will work by themselves; how to trigger lifelong interest; the magic of the Hard Thing Rule; and so much more. Winningly personal, insightful, and even life-changing, Grit is a book about what goes through your head when you fall down, and how that—not talent or luck—makes all the difference. This is “a fascinating tour of the psychological research on success” (The Wall Street Journal).",Business
234,The Five Dysfunctions of a Team: A Leadership Fable,Patrick M. Lencioni,"A leadership fable that is as compelling and enthralling as it is realistic, relevant, and practical. In The Five Dysfunctions of a Team, Patrick Lencioni once again offers a leadership fable that is as captivating and instructive as his first two best-selling books, The Five Temptations of a CEO and The Four Obsessions of an Extraordinary Executive. This time, he turns his keen intellect and storytelling power to the fascinating, complex world of teams. Kathryn Petersen, Decision Tech's CEO, faces the ultimate leadership crisis: Uniting a team in such disarray that it threatens to bring down the entire company. Will she succeed? Will she be fired? Will the company fail? Lencioni's utterly gripping tale serves as a timeless reminder that leadership requires as much courage as it does insight. Throughout the story, Lencioni reveals the five dysfunctions which go to the very heart of why teams even the best ones-often struggle. He outlines a powerful model and actionable steps that can be used to overcome these common hurdles and build a cohesive, effective team. Just as with his other books, Lencioni has written a compelling fable with a powerful yet deceptively simple message for all those who strive to be exceptional team leaders.",Business
235,Evil Geniuses: The Unmaking of America: A Recent History,Kurt Andersen,"NEW YORK TIMES BESTSELLER • When did America give up on fairness? The author of Fantasyland tells the epic history of how America decided that big business gets whatever it wants, only the rich get richer, and nothing should ever change—and charts a way back to the future. “The one book everyone must read as we figure out how to rebuild our country.”—Walter Isaacson, author of Steve Jobs and Leonardo da VinciDuring the twentieth century, America managed to make its economic and social systems both more and more fair and more and more prosperous. A huge, secure, and contented middle class emerged. All boats rose together. But then the New Deal gave way to the Raw Deal. Beginning in the early 1970s, by means of a long war conceived of and executed by a confederacy of big business CEOs, the superrich, and right-wing zealots, the rules and norms that made the American middle class possible were undermined and dismantled. The clock was turned back on a century of economic progress, making greed good, workers powerless, and the market all-powerful while weaponizing nostalgia, lifting up an oligarchy that served only its own interests, and leaving the huge majority of Americans with dwindling economic prospects and hope.Why and how did America take such a wrong turn? In this deeply researched and brilliantly woven cultural, economic, and political chronicle, Kurt Andersen offers a fresh, provocative, and eye-opening history of America’s undoing, naming names, showing receipts, and unsparingly assigning blame—to the radical right in economics and the law, the high priests of high finance, a complacent and complicit Establishment, and liberal “useful idiots,” among whom he includes himself.Only a writer with Andersen’s crackling energy, deep insight, and ability to connect disparate dots and see complex systems with clarity could make such a book both intellectually formidable and vastly entertaining. And only a writer of Andersen’s vision could reckon with our current high-stakes inflection point, and show the way out of this man-made disaster.",Business
236,Empire of Pain: The Secret History of the Sackler Dynasty,Patrick Radden Keefe,"NEW YORK TIMES BEST SELLER • A grand, devastating portrait of three generations of the Sackler family, famed for their philanthropy, whose fortune was built by Valium and whose reputation was destroyed by OxyContin. From the prize-winning and bestselling author of Say Nothing, as featured in the HBO documentary Crime of the Century.ON PRESIDENT OBAMA’S SUMMER 2021 READING LIST    The Sackler name adorns the walls of many storied institutions—Harvard, the Metropolitan Museum of Art, Oxford, the Louvre. They are one of the richest families in the world, known for their lavish donations to the arts and the sciences. The source of the family fortune was vague, however, until it emerged that the Sacklers were responsible for making and marketing a blockbuster painkiller that was the catalyst for the opioid crisis. Empire of Pain begins with the story of three doctor brothers, Raymond, Mortimer and the incalculably energetic Arthur, who weathered the poverty of the Great Depression and appalling anti-Semitism. Working at a barbaric mental institution, Arthur saw a better way and conducted groundbreaking research into drug treatments. He also had a genius for marketing, especially for pharmaceuticals, and bought a small ad firm.Arthur devised the marketing for Valium, and built the first great Sackler fortune. He purchased a drug manufacturer, Purdue Frederick, which would be run by Raymond and Mortimer. The brothers began collecting art, and wives, and grand residences in exotic locales. Their children and grandchildren grew up in luxury.Forty years later, Raymond’s son Richard ran the family-owned Purdue. The template Arthur Sackler created to sell Valium—co-opting doctors, influencing the FDA, downplaying the drug’s addictiveness—was employed to launch a far more potent product: OxyContin. The drug went on to generate some thirty-five billion dollars in revenue, and to launch a public health crisis in which hundreds of thousands would die. This is the saga of three generations of a single family and the mark they would leave on the world, a tale that moves from the bustling streets of early twentieth-century Brooklyn to the seaside palaces of Greenwich, Connecticut, and Cap d’Antibes to the corridors of power in Washington, D.C.  Empire of Pain chronicles the multiple investigations of the Sacklers and their company, and the scorched-earth legal tactics that the family has used to evade accountability. The history of the Sackler dynasty is rife with drama—baroque personal lives; bitter disputes over estates; fistfights in boardrooms; glittering art collections; Machiavellian courtroom maneuvers; and the calculated use of money to burnish reputations and crush the less powerful.Empire of Pain is a masterpiece of narrative reporting and writing, exhaustively documented and ferociously compelling. It is a portrait of the excesses of America’s second Gilded Age, a study of impunity among the super elite and a relentless investigation of the naked greed and indifference to human suffering that built one of the world’s great fortunes.",Business
237,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,"The inspiring, life-changing bestseller by the author of LEADERS EAT LAST and TOGETHER IS BETTER. In 2009, Simon Sinek started a movement to help people become more inspired at work, and in turn inspire their colleagues and customers. Since then, millions have been touched by the power of his ideas, including more than 28 million who’ve watched his TED Talk based on START WITH WHY — the third most popular TED video of all time.   Sinek starts with a fundamental question: Why are some people and organizations more innovative, more influential, and more profitable than others? Why do some command greater loyalty from customers and employees alike? Even among the successful, why are so few able to repeat their success over and over?    People like Martin Luther King Jr., Steve Jobs, and the Wright Brothers had little in common, but they all started with WHY. They realized that people won't truly buy into a product, service, movement, or idea until they understand the WHY behind it.     START WITH WHY shows that the leaders who've had the greatest influence in the world all think, act, and communicate the same way — and it's the opposite of what everyone else does. Sinek calls this powerful idea The Golden Circle, and it provides a framework upon which organizations can be built, movements can be led, and people can be inspired. And it all starts with WHY.",Business
238,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,"THE #1 NEW YORK TIMES BESTSELLER IS NOW A MAJOR-MOTION PICTURE DIRECTED BY RON HOWARD AND STARRING AMY ADAMS, GLENN CLOSE, AND GABRIEL BASSO""You will not read a more important book about America this year.""—The Economist ""A riveting book.""—The Wall Street Journal""Essential reading.""—David Brooks, New York TimesHillbilly Elegy is a passionate and personal analysis of a culture in crisis—that of white working-class Americans. The disintegration of this group, a process that has been slowly occurring now for more than forty years, has been reported with growing frequency and alarm, but has never before been written about as searingly from the inside. J. D. Vance tells the true story of what a social, regional, and class decline feels like when you were born with it hung around your neck.The Vance family story begins hopefully in postwar America. J. D.’s grandparents were “dirt poor and in love,” and moved north from Kentucky’s Appalachia region to Ohio in the hopes of escaping the dreadful poverty around them. They raised a middle-class family, and eventually one of their grandchildren would graduate from Yale Law School, a conventional marker of success in achieving generational upward mobility. But as the family saga of Hillbilly Elegy plays out, we learn that J.D.'s grandparents, aunt, uncle, sister, and, most of all, his mother struggled profoundly with the demands of their new middle-class life, never fully escaping the legacy of abuse, alcoholism, poverty, and trauma so characteristic of their part of America. With piercing honesty, Vance shows how he himself still carries around the demons of his chaotic family history.A deeply moving memoir, with its share of humor and vividly colorful figures, Hillbilly Elegy is the story of how upward mobility really feels. And it is an urgent and troubling meditation on the loss of the American dream for a large segment of this country.",Business
239,Who Moved My Cheese?: An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,"THE #1 INTERNATIONAL BESTSELLER WITH OVER 28 MILLION COPIES IN PRINT!A timeless business classic, Who Moved My Cheese? uses a simple parable to reveal profound truths about dealing with change so that you can enjoy less stress and more success in your work and in your life.It would be all so easy if you had a map to the Maze.If the same old routines worked.If they'd just stop moving ""The Cheese.""But things keep changing...Most people are fearful of change, both personal and professional, because they don't have any control over how or when it happens to them. Since change happens either to the individual or by the individual, Dr. Spencer Johnson, the coauthor of the multimillion bestseller The One Minute Manager, uses a deceptively simple story to show that when it comes to living in a rapidly changing world, what matters most is your attitude.Exploring a simple way to take the fear and anxiety out of managing the future, Who Moved My Cheese? can help you discover how to anticipate, acknowledge, and accept change in order to have a positive impact on your job, your relationships, and every aspect of your life.",Business
240,How to Shoot Video That Doesn't Suck: Advice to Make Any Amateur Look Like a Pro,Steve Stockman,"Newly updated and revised, How to Shoot Video That Doesn’t Suck is a quick and easy guide that will make your video better instantly—whether you read it cover to cover or just skim a few chapters. It’s about the language of video and how to think like a director, regardless of equipment (amateurs think about the camera, pros think about communication). It’s about the rules developed over a century of movie-making—which work just as well when shooting a two-year-old’s birthday party on your phone. Written by Steve Stockman, the director of the award-winning feature Two Weeks, plus TV shows, music videos, and hundreds of commercials, How to Shoot Video That Doesn’t Suck explains in 74 short, pithy, insightful chapters how to tell a story and entertain your audience. In other words, how to shoot video people will want to watch. Here’s how to think in shots—how to move-point-shoot-stop-repeat, instead of planting yourself in one spot and pressing “Record” for five minutes. Why never to shoot until you see the whites of your subject’s eyes. Why to “zoom” with your feet and not the lens. How to create intrigue on camera. The book covers the basics of video production: framing, lighting, sound (use an external mic), editing, special effects (turn them off!), and gives advice on shooting a variety of specific situations: sporting events, parties and family gatherings, graduations and performances. Plus, how to make instructional and promotional videos, how to make a music video, how to capture stunts, and much more. At the end of every chapter is a suggestion of how to immediately put what you’ve learned into practice, so the next time you’re shooting you’ll have begun to master the skill. Steve’s website (stevestockman.com) provides video examples to illustrate different production ideas, techniques, and situations, and his latest thoughts on all things video.",Computers
241,An Ugly Truth: Inside Facebook's Battle for Domination,Sheera Frenkel,"“The ultimate takedown.” – New York Times Book ReviewAward-winning New York Times reporters Sheera Frenkel and Cecilia Kang unveil the tech story of our times in a riveting, behind-the-scenes exposé that offers the definitive account of Facebook’s fall from grace. Once one of Silicon Valley’s greatest success stories, Facebook has been under constant fire for the past five years, roiled by controversies and crises. It turns out that while the tech giant was connecting the world, they were also mishandling users’ data, spreading fake news, and amplifying dangerous, polarizing hate speech.The company, many said, had simply lost its way. But the truth is far more complex. Leadership decisions enabled, and then attempted to deflect attention from, the crises. Time after time, Facebook’s engineers were instructed to create tools that encouraged people to spend as much time on the platform as possible, even as those same tools boosted inflammatory rhetoric, conspiracy theories, and partisan filter bubbles. And while consumers and lawmakers focused their outrage on privacy breaches and misinformation, Facebook solidified its role as the world’s most voracious data-mining machine, posting record profits, and shoring up its dominance via aggressive lobbying efforts.Drawing on their unrivaled sources, Sheera Frenkel and Cecilia Kang take readers inside the complex court politics, alliances and rivalries within the company to shine a light on the fatal cracks in the architecture of the tech behemoth. Their explosive, exclusive reporting led them to a shocking conclusion: The missteps of the last five years were not an anomaly but an inevitability—this is how Facebook was built to perform. In a period of great upheaval, growth has remained the one constant under the leadership of Mark Zuckerberg and Sheryl Sandberg. Both have been held up as archetypes of uniquely 21st century executives—he the tech “boy genius” turned billionaire, she the ultimate woman in business, an inspiration to millions through her books and speeches. But sealed off in tight circles of advisers and hobbled by their own ambition and hubris, each has stood by as their technology is coopted by hate-mongers, criminals and corrupt political regimes across the globe, with devastating consequences. In An Ugly Truth, they are at last held accountable.",Computers
242,The Tyranny of Big Tech,Josh Hawley,"The reign of Big Tech is here, and Americans’ First Amendment rights hang by a keystroke.  Amassing unimaginable amounts of personal data, giants like Google, Facebook, Amazon, and Apple—once symbols of American ingenuity and freedom—have become a techno-oligarchy with overwhelming economic and political power.  Decades of unchecked data collection have given Big Tech more targeted control over Americans’ daily lives than any company or government in the world. In The Tyranny of Big Tech, Senator Josh Hawley of Missouri argues that these mega-corporations—controlled by the robber barons of the modern era—are the gravest threat to American liberty in decades.  To reverse course, Hawley argues, we must correct progressives’ mistakes of the past. That means recovering the link between liberty and democratic participation, building an economy that makes the working class strong, independent, and beholden to no one, and curbing the influence of corporate and political elites.  Big Tech and its allies do not deal gently with those who cross them, and Senator Hawley proudly bears his own battle scars. But hubris is dangerous. The time is ripe to overcome the tyranny of Big Tech by reshaping the business and legal landscape of the digital world.",Computers
243,"The YouTube Formula: How Anyone Can Unlock the Algorithm to Drive Views, Build an Audience, and Grow Revenue",Derral Eves,"The Wall Street Journal bestseller!Learn the secrets to getting dramatic results on YouTube Derral Eves has generated over 60 billion views on YouTube and helped 24 channels grow to one million subscribers from zero. In The YouTube Formula: How Anyone Can Unlock the Algorithm to Drive Views, Build an Audience, and Grow Revenue, the owner of the largest YouTube how-to channel provides the secrets to getting the results that every YouTube creator and strategist wants. Eves will reveal what readers can't get anywhere else: the inner workings of the YouTube algorithm that's responsible for determining success on the platform, and how creators can use it to their advantage. Full of actionable advice and concrete strategies, this book teaches readers how to:  Launch a channel Create life-changing content Drive rapid view and subscriber growth Build a brand and increase engagement Improve searchability Monetize content and audience  Replete with case studies and information from successful YouTube creators, The YouTube Formula is perfect for any creator, entrepreneur, social media strategist, and brand manager who hopes to see real commercial results from their work on the platform.",Computers
244,Cyber Crisis: Protecting Your Business from Real Threats in the Virtual World,Eric Cole,"Based on news reports, you might think there's a major cybersecurity threat every four to five months. In reality, there's a cybersecurity attack happening every minute of every day. Today, we live our lives—and conduct our business—online. Our data is in the cloud and in our pockets on our smartphones, shuttled over public Wi-Fi and company networks. To keep it safe, we rely on passwords and encryption and private servers, IT departments and best practices. But as you read this, there is a 70 percent chance that your data is compromised . . . you just don't know it yet. Cybersecurity attacks have increased exponentially, but because they're stealthy and often invisible, many underplay, ignore, or simply don't realize the danger. By the time they discover a breach, most individuals and businesses have been compromised for over three years. Instead of waiting until a problem surfaces, avoiding a data disaster means acting now to prevent one. In Cyber Crisis, Eric Cole gives readers a clear-eyed picture of the information war raging in cyberspace. Drawing on 30 years of experience—as a professional hacker for the CIA, as the Obama administration's cybersecurity commissioner, and as a consultant to clients around the globe from Bill Gates to Lockheed Martin and McAfee—Cole offers practical, actionable advice that even those with little technical background can implement, including steps to take on a daily, weekly, and monthly basis to protect their businesses and themselves. No matter who you are or where you work, cybersecurity should be a top priority. The information infrastructure we rely on in every sector of our lives—in healthcare and finance, for governments and private citizens—is both critical and vulnerable, and sooner or later, you or your company will be a target. This book is your guide to understanding the threat and putting together a proactive plan to minimize exposure and damage, and ensure the security of your business, your family, and your future",Computers
245,Apex Legends: Pathfinder's Quest (Lore Book),Respawn Entertainment,"This full-color, oversized hardcover art book delves deep into the lore of the tremendously popular competitive first-person shooter Apex Legends.Explore the world of the hit game through the eyes of the lovable robot, Pathfinder, as he chronicles his journey throughout the various environs of the Outlands to interview his fellow Legends—all in the hope of finally locating his mysterious creator. The rich history of Apex Legends is explained by the characters that helped to shape it, as are their unique bonds of competition and camaraderie. This volume chronicles the world of Respawn Entertainment's stunning free-to-play game that has captivated the online gaming scene, attracting over seventy million players and counting. Don't miss your opportunity to own a piece of Apex Legends history!",Computers
246,This Is How They Tell Me the World Ends: The Cyberweapons Arms Race,Nicole Perlroth,"“Part John le Carré and more parts Michael Crichton . . . spellbinding.” –The New Yorker From The New York Times cybersecurity reporter Nicole Perlroth, the untold story of the cyberweapons market-the most secretive, invisible, government-backed market on earth-and a terrifying first look at a new kind of global warfare.Zero day: a software bug that allows a hacker to break into your devices and move around undetected. One of the most coveted tools in a spy's arsenal, a zero day has the power to silently spy on your iPhone, dismantle the safety controls at a chemical plant, alter an election, and shut down the electric grid (just ask Ukraine).For decades, under cover of classification levels and non-disclosure agreements, the United States government became the world's dominant hoarder of zero days. U.S. government agents paid top dollar-first thousands, and later millions of dollars- to hackers willing to sell their lock-picking code and their silence. Then the United States lost control of its hoard and the market. Now those zero days are in the hands of hostile nations and mercenaries who do not care if your vote goes missing, your clean water is contaminated, or our nuclear plants melt down.Filled with spies, hackers, arms dealers, and a few unsung heroes, written like a thriller and a reference, This Is How They Tell Me the World Ends is an astonishing feat of journalism. Based on years of reporting and hundreds of interviews, The New York Times reporter Nicole Perlroth lifts the curtain on a market in shadow, revealing the urgent threat faced by us all if we cannot bring the global cyber arms race to heel.",Computers
247,Halo Encyclopedia,Microsoft,"In the 26th century, humanity relentlessly continues their fight for survival, an enduring conflict set against the backdrop of the enigmatic and ancient ringworld known as Halo. The universe of Halo is remarkably vast in scale and astonishingly elaborate in detail, telling rich stories filled with bold characters, breathtaking worlds, and thrilling conflicts. In celebration of the 20th anniversary of Halo, Dark Horse and 343 Industries have teamed up to deliver the most definitive guide to the universe thus far. Spanning over a hundred millennia and encompassing over a hundred thousand light years, the Halo Encyclopedia captures two decades of storytelling with stunning, never-before-seen art and the most detailed exploration of the universe’s many characters, worlds, and technologies to have ever been created",Computers
248,IBM and the Holocaust: The Strategic Alliance between Nazi Germany and America's Most Powerful Corporation,Edwin Black,"IBM and the Holocaust is the award-winning, New York Times bestselling shocker--a million copies in print--detailing IBM's conscious co-planning and co-organizing of the Holocaust for the Nazis, all micromanaged by its president Thomas J Watson from New York and Paris. This Expanded Edition offers 37 pages of previous unpublished documents, pictures, internal company correspondence, and other archival materials to produce an even more explosive volume. Originally published to extraordinary praise in 2001, this provocative, award-winning international bestseller has stood the test of time as it chronicles the story of IBM's strategic alliance with Nazi Germany. IBM and the Holocaust provides nothing less than a chilling investigation into corporate complicity. Edwin Black's monumental research exposes how IBM and its subsidiaries helped create enabling technologies for the Nazis, step-by-step, from the identification and cataloging programs of the 1930s to the selections of the 1940s.",Computers
249,"Ask Iwata: Words of Wisdom from Satoru Iwata, Nintendo's Legendary CEO",Satoru Iwata,"“On my business card, I am a corporate president. In my mind, I am a game developer. But in my heart, I am a gamer.” —Satoru IwataTHE USA TODAY BESTSELLER ""A welcome salve and a book that anyone who cares about gaming should own and read."" - Forbes Satoru Iwata was the global president and CEO of Nintendo and a gifted programmer who played a key role in the creation of many of the world’s best-known games. He led the production of innovative platforms such as the Nintendo DS and the Wii, and laid the groundwork for the development of the wildly successful Pokémon Go game and the Nintendo Switch. Known for his analytical and imaginative mind, but even more for his humility and people-first approach to leadership, Satoru Iwata was beloved by game fans and developers worldwide. In this motivational collection, Satoru Iwata addresses diverse subjects such as locating bottlenecks, how success breeds resistance to change, and why programmers should never say no. Drawn from the “Iwata Asks” series of interviews with key contributors to Nintendo games and hardware, and featuring conversations with renowned Mario franchise creator Shigeru Miyamoto and creator of EarthBound Shigesato Itoi, Ask Iwata offers game fans and business leaders an insight into the leadership, development, and design philosophies of one of the most beloved figures in gaming history.",Computers
250,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Perez,"A landmark, prize-winning, international bestselling examination of how a gender gap in data perpetuates bias and disadvantages women, now in paperbackWinner of the 2019 Financial Times and McKinsey Business Book of the Year Award Winner of the 2019 Royal Society Science Book PrizeData is fundamental to the modern world. From economic development to health care to education and public policy, we rely on numbers to allocate resources and make crucial decisions. But because so much data fails to take into account gender, because it treats men as the default and women as atypical, bias and discrimination are baked into our systems. And women pay tremendous costs for this insidious bias, in time, in money, and often with their lives. Celebrated feminist advocate Caroline Criado Perez investigates this shocking root cause of gender inequality in the award-winning, #1 international bestseller Invisible Women. Examining the home, the workplace, the public square, the doctor’s office, and more, Criado Perez unearths a dangerous pattern in data and its consequences on women’s lives. Product designers use a “one-size-fits-all” approach to everything from pianos to cell phones to voice recognition software, when in fact this approach is designed to fit men. Cities prioritize men’s needs when designing public transportation, roads, and even snow removal, neglecting to consider women’s safety or unique responsibilities and travel patterns. And in medical research, women have largely been excluded from studies and textbooks, leaving them chronically misunderstood, mistreated, and misdiagnosed. Built on hundreds of studies in the United States, in the United Kingdom, and around the world, and written with energy, wit, and sparkling intelligence, this is a groundbreaking, highly readable exposé that will change the way you look at the world.",Computers
251,The Age of Surveillance Capitalism: The Fight for a Human Future at the New Frontier of Power,Shoshana Zuboff,"The challenges to humanity posed by the digital future, the first detailed examination of the unprecedented form of power called ""surveillance capitalism,"" and the quest by powerful corporations to predict and control our behavior. In this masterwork of original thinking and research, Shoshana Zuboff provides startling insights into the phenomenon that she has named surveillance capitalism. The stakes could not be higher: a global architecture of behavior modification threatens human nature in the twenty-first century just as industrial capitalism disfigured the natural world in the twentieth. Zuboff vividly brings to life the consequences as surveillance capitalism advances from Silicon Valley into every economic sector. Vast wealth and power are accumulated in ominous new ""behavioral futures markets,"" where predictions about our behavior are bought and sold, and the production of goods and services is subordinated to a new ""means of behavioral modification."" The threat has shifted from a totalitarian Big Brother state to a ubiquitous digital architecture: a ""Big Other"" operating in the interests of surveillance capital. Here is the crucible of an unprecedented form of power marked by extreme concentrations of knowledge and free from democratic oversight. Zuboff's comprehensive and moving analysis lays bare the threats to twenty-first century society: a controlled ""hive"" of total connection that seduces with promises of total certainty for maximum profit — at the expense of democracy, freedom, and our human future. With little resistance from law or society, surveillance capitalism is on the verge of dominating the social order and shaping the digital future — if we let it.",Computers
252,"CompTIA A+ Certification All-in-One Exam Guide, Tenth Edition (Exams 220-1001 &amp; 220-1002)",Mike Meyers,"Publisher's Note: Products purchased from Third Party sellers are not guaranteed by the publisher for quality, authenticity, or access to any online entitlements included with the product.This bestselling on-the-job reference and test preparation guide has been fully revised for the new 2019 CompTIA Core 1 and Core 2 CompTIA A+ exam objectivesThis fully revised and updated resource offers complete coverage of the latest release of CompTIA A+ exams 220-1001 & 220-1002. You'll find learning objectives at the beginning of each chapter, exam tips, practice exam questions, and in-depth explanations. Designed to help you pass the CompTIA A+ exams with ease, this definitive guide also serves as an essential on-the-job IT reference. Also includes a voucher coupon for a 10% discount on your CompTIA exams! Covers all exam topics, including how to:• Work with CPUs, RAM, BIOS, motherboards, power supplies, and other personal computer components• Install, configure, and maintain hard drives• Manage input devices and removable media• Set up, upgrade, and maintain all versions of Windows• Troubleshoot and fix computer problems• Install printers and other peripherals• Configure and secure mobile devices• Connect to the Internet• Set up wired and wireless networks• Protect your personal computer and your network• Implement virtualization and cloud-based technologiesOnline content includes:• Practice exams for 1001 & 1002• More than one hour of free video training• TotalSim simulations of performance-based questions• Mike Meyers’ favorite PC tools and utilities",Computers
253,Violence. Speed. Momentum.,Dr Disrespect,"Too much power. Wow. Too much energy. Wow. Too much anticipation. WOW. It’s the new memoir from the biggest star in gaming: Dr Disrespect.Dr Disrespect is a 6-foot-8 freak of nature with a 37-inch vertical, the two-time, back-to-back 1993-94 Blockbuster Video Game Champion, and in his factual opinion, the most dominant international gaming superstar in the history of the world. It was just a matter of time before Western civilization came begging Doc to save literature by writing a memoir that reads like a vicious, muscular lion clawing his way through the rocks, roaring in anger and dominance. Here you will find his deepest, most intimate secrets. The untold history of his mysterious, legendary origins and his rise to unparalleled dominance. And most of all, you will find out what, exactly, Doc’s a doctor of.  Are you ready for a book with the rhythm of a sleazy ’70s muscleman and the ruthlessness of a ’90s serial killer? A journey that stares down the long, dark alley of your fears and never looks back? Does your warrior’s heart yearn to reach the tippity top of the mountain just to realize you’re still only halfway up?  If so, firm handshakes, Champion: Welcome to the salvation of literature.",Computers
254,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,Cathy O'Neil,"NEW YORK TIMES BESTSELLER • A former Wall Street quant sounds the alarm on Big Data and the mathematical models that threaten to rip apart our social fabric—with a new afterword “A manual for the twenty-first-century citizen . . . relevant and urgent.”—Financial Times NATIONAL BOOK AWARD LONGLIST • NAMED ONE OF THE BEST BOOKS OF THE YEAR BY The New York Times Book Review • The Boston Globe • Wired • Fortune • Kirkus Reviews • The Guardian • Nature • On Point We live in the age of the algorithm. Increasingly, the decisions that affect our lives—where we go to school, whether we can get a job or a loan, how much we pay for health insurance—are being made not by humans, but by machines. In theory, this should lead to greater fairness: Everyone is judged according to the same rules. But as mathematician and data scientist Cathy O’Neil reveals, the mathematical models being used today are unregulated and uncontestable, even when they’re wrong. Most troubling, they reinforce discrimination—propping up the lucky, punishing the downtrodden, and undermining our democracy in the process. Welcome to the dark side of Big Data.",Computers
