title,author,overview,subject
Heaven's Reach,David Brin,"Prepare for a harrowing ride through the universe by the New York Times–bestselling author of Startide Rising and The Postman.Book Three in the Uplift Storm TrilogyThe peaceful existence of six outcast races on Jijo has ended. Ancient enemies, the Jophur, have discovered them, preparing to subject the refugees to their dark, perverted plans.The Jijoans’ only hope is the same ship that accidently led their foes to the planet. The Earthship Streaker, with its crew of uplifted dolphins and a human commander, must somehow lure the Jophur into a chase through space . . . into the unknown. And then into the weird.More than just the fate of Jijo—or that of distant Earth, also suffering a deadly siege—hangs in the balance. Some believe a terrifying prophecy is about to come true, one that involves Streaker’s trove of artifacts coveted by factions throughout all Five Galaxies. As countless white dwarf stars verge on unexpected explosion, all sentient life in the universe appears to be at risk unless someone can save them.Praise for the Hugo and Nebula Award–winning Uplift Saga“The Uplift books are as compulsive reading as anything ever published in the genre.” —The Encyclopedia of Science Fiction “An extraordinary achievement.” —Poul Anderson, award-winning author of Tau Zero,on Startide Rising“An exhilarating read that encompasses everything from breathless action to finely drawn moments of quiet intimacy.” —Locus on The Uplift War “Tremendously inventive, ambitious work.” —Kirkus Reviews on Brightness Reef",Science Fiction & Fantasy
Dead Moons Rising: First Book in the Honest Scrolls series,Jack Whitney,"Aydra Ravenspeak has lived peacefully in the kingdom of Magnice her entire life. She rules as Queen over the northwestern realm of Haerland with her loving brother, King Rhafian Sunfire, and her younger siblings. Their kingdom knows only prosperity, sanctuary, and peace. A loving home for all their people. Of course, these are all lies. When Aydra rides out to the Forest of Darkness for the rise of the Dead Moons, she is injured in the enemy king, Draven Greenwood's, realm. What she learns whilst recovering there shatters the world she knows. She has been engulfed by lies within her own kingdom. Forced to smile and dine at banquet as nothing more than a trophy. Given a title no person ever intended on allowing her to use.But the lies that throw her the most are those she was told about him.Strangers arrive on their shores, and she'll have to work with Draven to stop them from taking their lands. The secrets of her kingdom and Haerland begin to unravel, and Aydra is soon faced with an impossible decision as the war begins.Warning: This book is considered dark adult high fantasy and is not intended for persons under 18 years of age. Triggers include explicit language, graphic sex with one or more persons,  battle scenes, abuse, mental manipulation, sexual abuse,  and mentions of rape and  incest.",Science Fiction & Fantasy
The Changing Land,Roger Zelazny,"The Changing Land picks up shortly after the events chronicled in Dilvish, the Damned. Dilvish must gain entry to Castle Timeless if he is to destroy his nemeses Jelerak. Unbenounced to Dilvish, Jelerak is also seeking to gain entrance to his own castle as his apprentice has blocked him out while attempting to lean the castles secrets so that he may become lord of Castle Timeless.   The castle is protected by a lethal, chaotic, ever changing land. In a race against time and reality itself both Dilvish and Jelerak must survive the maze like changing lands and then somehow survive whatever traps await them and perhaps even the elder gods themselves may intervene if the whim strikes them. A breath taking grand adventure!",Science Fiction & Fantasy
Long Story Short: A Short Story Collection,Jodi Taylor,"Now in print for the very first time, this unmissable collection brings together seven short stories from the internationally bestselling Chronicles of St Mary's series, and one special guest tale from somewhere completely different. **Includes brand-new St Mary's short story When Did You Last See Your Father? and original introductions from the author**From riotous misbehaviour in Victorian London to ingenious feats of scientific invention (powdered water - just add water!), and from a chaotic Nativity play starring a vengeful Angel Gabriel to an illegal expedition to Mars, Jodi Taylor knows how to spin a good yarn. —Christmas Past The Farrells are together at last for their first St Mary's Christmas, a time of riotous misbehaviour and the traditional illegal Christmas jump - this time to Victorian London.Battersea Barricades A glimpse into the past of some of your St Mary's favourites characters in the throes of Civil Uprisings.The Steam-Pump Jump St Mary's Max is injured and tied to Sick Bay but obviously a good historian would never let that get in her way. Step forward, Mr Markham...And Now For Something Completely DifferentWho would the St Mary's team be to turn down a little Christmas expedition to Mars? An illegal Christmas jump is traditional, after all.When Did You Last See Your Father? Have you ever wondered how things would go if Max's husband met Max's father? This is the story of what can happen if St Mary's doesn't like someone...Desiccated WaterProfessor Rapson breaks astonishing new ground with his latest feat of scientific invention. Markham and the Anal Probing When Markham disappears in the middle of nowhere, Max jumps to the logical conclusion - alien abduction. Little DonkeyA chaotic Nativity play like no other, starring a donkey intent on eating the baby Jesus and a vengeful Angel Gabriel.",Science Fiction & Fantasy
Doctor Who: Dalek (Target Collection),Robert Shearman,"""The entire Dalek race, wiped out in one second. I watched it happen. I made it happen!""  The Doctor and Rose arrive in an underground vault in Utah in the near future. The vault is filled with alien artefacts. Its billionaire owner, Henry van Statten, even has possession of a living alien creature, a mechanical monster in chains that he has named a Metaltron.   Seeking to help the Metaltron, the Doctor is appalled to find it is in fact a Dalek – one that has survived the horrors of the Time War just as he has. And as the Dalek breaks loose, the Doctor is brought back to the brutality and desperation of his darkest hours spent fighting the creatures of Skaro… this time with the Earth as their battlefield.",Science Fiction & Fantasy
"The Summoner (Chronicles of the Necromancer, #1)",Gail Z. Martin,"Prince. Fugitive. Exile. Necromancer. Martris Drayke, second son of King Brice of Margolan, never coveted the crown. But when his older half-brother Jared and Jared's dark mage kill the king and the rest of the royal family, seizing the throne, Tris's comfortable world shatters and he finds himself running for his life. Tris flees with three friends: Soterius, captain of the guard; Carroway, the court's master bard; and Harrtuck, a member of the royal guard. They seek sanctuary and the chance to plot the overthrow of the Usurper, gaining unexpected helpers along the way. Tris has a secret—one that might well determine the fate of Margolan and the Winter Kingdoms. In a land where spirits walk openly and influence the affairs of the living, he is the mage heir to the power of his grandmother, Bava K'aa, once the greatest sorceress of her age. That magic makes Tris a Summoner, arbiter between the living and the dead. Can a half-trained mage-prince and his unlikely allies take back his kingdom and avenge his family—or will his wild power destroy him before he has the chance to set things right? The Summoner is an action-packed epic fantasy adventure filled with magic, occult lore, honorable ghosts, loyal friends, found family, immortal creatures, secrets, curses, forbidden love—and a necromancer hero! Book one in The Chronicles Of The Necromancer.",Science Fiction & Fantasy
Smoke and Mirrors: Short Fictions and Illusions,Neil Gaiman,"From #1 New York Times bestselling author Neil Gaiman, an outstanding array of short fiction that surveys the terrain between the illusory and the ordinary and reveals the terrors and wonders reflected in the funhouse mirrors of our dreams―one of ten classic Gaiman works repackaged with elegant original watercolor art by acclaimed artist Henry Sene Yee“He is a treasure-house of story, and we are lucky to have him.” —Stephen King Spanning the realms of dark imagination, Smoke and Mirrors surveys the terrain between the illusory and the ordinary, treating readers to a gift of wonder and delight from one of the most unique literary artists of our time.The miraculous inventions contained herein – stories, novellas, and poems – reveal Gaiman to be a writer of immense talent and sophisticated invention. In his deft hands, magic is no mere illusion, but a powerful means of illumination, revelation, and reflection on what it means to be human. Poignant and haunting, humorous and unorthodox, Smoke and Mirrors is an outstanding array of short fiction from one of the world’s most distinguished literary masters.",Science Fiction & Fantasy
Doing Time (Time Police Series #1),Jodi Taylor,"Introducing The Time Police, the brand-new series by international bestselling author, Jodi Taylor - an irresistible spinoff from the much-loved Chronicles of St Mary's series. Perfect reading for fans of Doctor Who, Terry Pratchett and Jasper Fforde. 'The best way to describe this book: lots of fun' British Fantasy Society'Inventive and entertaining... a fast-paced and fun first book in what promises to be an excellent new series' CultureflyA long time ago in the future, the secret of time travel became known to all. Unsurprisingly, the world nearly ended. There will always be idiots who want to change history.Enter the Time Police. An all-powerful, international organisation tasked with keeping the timeline straight. At all costs. Their success is legendary. The Time Wars are over. But now they must fight to save a very different future - their own. This is the story of Jane, Luke and Matthew - the worst recruits in Time Police history. Or, very possibly, three young people who might change everything. DOING TIME is a five-star read!:'I blooming well loved this book. Read start to finish in only a couple of sittings' *****'Excellent start to this St Mary's Chronicles spinoff series. There is Taylor's trademark humour, along with moments of real lump-in-the-throat poignancy' *****'Clever, witty, humourous, touching, emotional, just about everything anyone could want. Can't wait for the next one' *****'Another superb book from the pen of Jodi Taylor' *****'This book does not disappoint' *****",Science Fiction & Fantasy
"The Devil Is a Part-Timer!, Vol. 19 (light novel)",Satoshi Wagahara,"DO YOU WANT FRIES WITH YOUR HELLFIRE?​After making the difficult decision to quit MgRonald, Chiho’s been spending all her time prepping for the upcoming college entrance exams—until a call from Suzuno interrupts her studies with news that she’s been asked to join one of the most powerful organizations in Ente Isla. The worst part? This new position comes with the responsibility of leading a holy army against Ashiya and the Devil King’s forces!",Science Fiction & Fantasy
Infinity's Shore,David Brin,"A once peaceful planet of refugees faces complete annihilation in this hard science fiction sequel to Brightness Reef.Book Two in the Uplift Storm TrilogyIt’s illegal to occupy the planet Jijo, but six castaway races have managed to coexist there for some time. They’ve successfully hidden from watchful law enforcers of the Five Galaxies—until now . . .After making an amazing discovery far away—a derelict armada whose mere existence triggered interstellar war—the Terran exploration vessel Streaker and its crew of humans and dolphins arrive at Jijo in search of sanctuary from the Galactic forces out to destroy them.But they were followed. As behemoth Galactic starships descend upon Jijo, heroic—and terrifying—choices must be made. Together, human and alien settlers must choose whether to fight the invaders or join them. The crew of the Streaker, meanwhile, discovers something that just might save Jijo and its inhabitants . . . or destroy every last one of them.“Well paced, immensely complex, highly literate . . . Superior SF.” —Publishers Weekly, starred review“An imaginative drama of excitement and wonder . . . The sheer virtuosity of the prose alone makes this book worth reading.” —SF Site",Science Fiction & Fantasy
"BattleTech: Shrapnel, Issue #5: (The Official BattleTech Magazine)",Philip A. Lee,"CONTINUING THE FIGHT...Shrapnel: The Official BattleTech Magazine charges toward victory on the war-ravaged, BattleMech-dominated battlefields of 31st century! In these tales, a Republic of the Sphere operative undertakes a personal quest to track down a missing family member, a small, untested mercenary command faces off against vicious pirate raiders, an aging soldier strives to protect an idyllic village on a forgotten world, and Colonel Wayne Waco seeks to exact his revenge against the legendary commander of Wolf's Dragoons. Configure your target-interlock circuits and hold the line with technical readouts, conspiracy theories, in-depth equipment and tactics articles, a planetary digest, and a glimpse into the future of the new ilClan era—all from BattleTech veterans and new authors:Michael A. StackpoleTom LeveenLance ScarinciBryan YoungMatt AlexanderCraig A. Reed, Jr.Paul SjardijnAaron CahallMichael J. CiaravellaJohannes HeidlerChris HusseyDaniel IsbernerMike MillerEric SalzmanJoel Steverson",Science Fiction & Fantasy
The Lost Future of Pepperharrow,Natasha Pulley,"Natasha Pulley's Watchmaker of Filigree Street captivated readers with its charming blend of historical fiction, fantasy, and steampunk. Now, Pulley revisits her beloved characters in a sequel that sweeps readers off to Japan in the 1880s, where nationalism is on the rise and ghosts roam the streets.1888. Five years after they met in The Watchmaker of Filigree Street, Thaniel Steepleton, an unassuming translator, and Keita Mori, the watchmaker who remembers the future, are traveling to Japan. Thaniel has received an unexpected posting to the British legation in Tokyo, and Mori has business that is taking him to Yokohama. Thaniel's brief is odd: the legation staff have been seeing ghosts, and Thaniel's first task is to find out what's really going on. But while staying with Mori, he starts to experience ghostly happenings himself. For reasons Mori won't—or can't—share, he is frightened. Then he vanishes.Meanwhile, something strange is happening in a frozen labor camp in Northern Japan. Takiko Pepperharrow, an old friend of Mori's, must investigate. As the weather turns bizarrely electrical and ghosts haunt the country from Tokyo to Aokigahara forest, Thaniel grows convinced that it all has something to do with Mori's disappearance—and that Mori may be in serious danger.""Wonderful... A lovely blending of steam punk ether science, Japanese historical figures, and a time-defying thriller."" Robin Hobb, author of THE FARSEER TRILOGY",Science Fiction & Fantasy
Project Hail Mary,Andy Weir,"Number-One Audible and New York Times Audio Best SellerA lone astronaut must save the earth from disaster in this incredible new science-based thriller from the number-one New York Times best-selling author of The Martian.Ryland Grace is the sole survivor on a desperate, last-chance mission - and if he fails, humanity and the Earth itself will perish.Except that right now, he doesn't know that. He can't even remember his own name, let alone the nature of his assignment or how to complete it.All he knows is that he's been asleep for a very, very long time. And he's just been awakened to find himself millions of miles from home, with nothing but two corpses for company.His crewmates dead, his memories fuzzily returning, he realizes that an impossible task now confronts him. Alone on this tiny ship that's been cobbled together by every government and space agency on the planet and hurled into the depths of space, it's up to him to conquer an extinction-level threat to our species.And thanks to an unexpected ally, he just might have a chance.Part scientific mystery, part dazzling interstellar journey, Project Hail Mary is a tale of discovery, speculation, and survival to rival The Martian - while taking us to places it never dreamed of going.PLEASE NOTE: To accommodate this audio edition, some changes to the original text have been made with the approval of author Andy Weir.",Science Fiction & Fantasy
Space Rogues Omnibus Two (Books 4-6),John Wilker,"This omnibus collects the following books in the Space Rogues series.Stay Warm, Don't DieSo This is Earth?War and PeaceFrom far-flung ice worlds to Earth to distant secret space stations, enjoy the ongoing adventures of the crew of the Ghost.",Science Fiction & Fantasy
Witch Bane and The Croaking Game: A Bigfoot Bay Witches Paranormal Cozy Mystery Book 3,Cat Larson,"Residents are croaking... and it's not the frog.Someone is poisoning the townspeople of Bigfoot Bay, turning the heat on Fernando and me.Between the frog-framing, the demon ex-fiancée, and the mysterious plant who ""doesn't feel like talking,"" it's enough to make a witch run screaming for the hills.And that's only the beginning of the baneful surprises...** Witch Bane and The Croaking Game is the third book in the Bigfoot Bay Witches cozy mystery series. More secrets will be revealed. More magic will be uncloaked. **The Bigfoot Bay Witches cozy mystery series:Witch on Ice – Book 1Bewitched Brew – Book 2Witch Bane and The Croaking Game – Book 3Witch Haunt – Book 4The Witch is Back - Book 5The Big Day Brew-HaHa - Book 6",Science Fiction & Fantasy
The Witch is Back: A Bigfoot Bay Witches Paranormal Cozy Mystery Book 5,Cat Larson,"The frog is out of the bag...And the witch is back in town.Evil pumpkins, werebasilisks, enchanted dolls, spellbound plants, majestic eagle-lions... for starters.Just another day in Bigfoot Bay.But when Samm is cursed with the most vicious creature of all—a jealous ex-fiancée scorned, will she finally embrace her witchy heritage?And will her long-lost sister arrive in time to help her face down her demons?All will be revealed in the bewitching finale...** The Witch is Back is the conclusion to the hexed fiancé/AWOL sister storyline. It is NOT the end of the series. Samm Hain and her magical misadventures will fly on! **The Bigfoot Bay Witches cozy mystery series:Witch on Ice – Book 1Bewitched Brew – Book 2Witch Bane and The Croaking Game – Book 3Witch Haunt – Book 4The Witch is Back - Book 5The Big Day Brew-HaHa - Book 6",Science Fiction & Fantasy
Witch Haunt: A Bigfoot Bay Witches Paranormal Cozy Mystery Book 4,Cat Larson,"A-haunting we will go...It was a clear, sunny day, and I had a lovely afternoon planned.A visit to the local historic hotel. A nice lunch. A walk in the park with my fiancé-turned-frog.But you know what they say about best-laid plans in Bigfoot Bay.What ghost up, must come down.Turns out I can communicate with spirits. Lucky me.Before I know it, I'm investigating the suspicious death of a family friend and turning up more dirt than a graveyard.Secrets are like weeds – root out one and another pops up in its place.Too bad for one particular hoity-toity resident spreading rumors about me.What ghost around, comes around.The Bigfoot Bay Witches cozy mystery series:Witch on Ice – Book 1Bewitched Brew – Book 2Witch Bane and The Croaking Game – Book 3Witch Haunt – Book 4The Witch is Back - Book 5The Big Day Brew-HaHa - Book 6",Science Fiction & Fantasy
Waxing War,Cameron Cooper,"Danny and her allies brace themselves for war. The bellicose Slavers are hellbent on war.  Danny and the Carina worlds work to find a way out of a seemingly inevitable conflict they are ill-equipped to face...  Waxing War is the fourth book in the Iron Hammer space opera science fiction series by award-winning SF author Cameron Cooper. The Iron Hammer series is a spin off from the acclaimed Imperial Hammer series, and features many of the characters and situations from that series.  The Iron Hammer series: 1.0: Galactic Thunder 2.0: Stellar Storm 3.0: Planetary Parlay 4.0: Waxing War 5.0: Ruled Out 6.0: Stranger Stars 7.0: Federal Force 8.0: Redline Rebels  Space Opera Science Fiction Novel __  Praise for Cameron's Imperial Hammer series:  I love sci-fi and this story makes me love it even more.  I am in awe of the writing ability and imagination of Cameron Cooper.  Before reading any of this author's work, I would have stated I did not really like science fiction. THAT has changed.  It's full of action from beginning to end.  Brilliant and intricate.  Many memorable characters – but my favorite is Varg.  Twists and turns so you're never really sure what is going on behind the scenes.  I am so enthralled with the series that I am impatient for the release of the next book.  Cameron somehow describes scenes in ways that make me feel like I am actually present  This story truly does justice to the legacies of the greats, like Orson Scott Card and Frank Herbert.  Edge of your seat action will keep you captivated until the final page!! __  Cameron Cooper is the author of the Imperial Hammer series, an Amazon best-selling space opera series, among others.    Cameron tends to write space opera short stories and novels, but also roams across the science fiction landscape. Cameron was raised on a steady diet of Asimov, Heinlein, Herbert, McCaffrey, and others. Peter F. Hamilton, John Scalzi, Martha Wells and Cory Doctorow are contemporary heroes. An Australian Canadian, Cam lives near the Canadian Rockies.",Science Fiction & Fantasy
Jennings Lodge,Jacob Westman,"The small Oregon suburb of Jennings Lodge is afflicted with the tragedy of a horrific massacre.As time passes, and people are beginning to go back to life as they knew it, things suddenly take a turnfor the unexplainable. People begin to go missing, animals are starting to act strange, and police are getting calls about suspicious characters lurking in the woods. Is this all part of one big hoax? Or is something much more sinister at work?",Science Fiction & Fantasy
The Modern Deity's Guide to Surviving Humanity,Joshua Palmatier,"The old gods are still with us.The world is constantly changing, evolving, growing. In order to stay relevant, deities must change with the times as well. In this anthology, fifteen science fiction and fantasy authors tackle how gods and goddesses have adapted to the surge in technology and the mercurial beliefs of humanity. So sit back and watch Hera try her hand at marriage counseling, while Macuilxochitl conquers the world of online gaming. Buy a ticket to Anubis' magic act or roam the back tents at the local carnival and catch Doc Saturday's medicine show. Take a sip of wine at Dionysus' winery or grab some potato pancakes at Baba Yaga's café. Whatever your taste, here you will find interesting twists on how deities have found their way in our modern world from Crystal Sarakas, Juliet E. McKenna, Tanya Huff, Edward Willett, Daniel Roman, Jennifer Dunne, Jean Marie Ward, Mike Marcus, A.L. Tompkins, Daryl Marcus, Alma Alexander, Kari Sperring, A.J. Cunder, Irene Radford, and N.R. Lambert.And remember to beware. You never know who...or what...you will meet next.And don't miss THE MODERN FAE'S GUIDE TO SURVIVING HUMANITY!",Science Fiction & Fantasy
Afterland,Lauren Beukes,"Children of Men meets The Handmaid's Tale in this ""smartly written"" and ""splendid"" thriller about how far a mother will go to protect her son from a hostile world transformed by the absence of men (Stephen King).Most of the men are dead. Three years after the pandemic known as The Manfall, governments still hold and life continues—but a world run by women isn't always a better place.Twelve-year-old Miles is one of the last boys alive, and his mother, Cole, will protect him at all costs. On the run after a horrific act of violence-and pursued by Cole's own ruthless sister, Billie—all Cole wants is to raise her kid somewhere he won't be preyed on as a reproductive resource or a sex object or a stand-in son. Someplace like home.To get there, Cole and Miles must journey across a changed America in disguise as mother and daughter. From a military base in Seattle to a luxury bunker, from an anarchist commune in Salt Lake City to a roaming cult that's all too ready to see Miles as the answer to their prayers, the two race to stay ahead at every step . . . even as Billie and her sinister crew draw closer.A sharply feminist, high-stakes thriller from award-winning author Lauren Beukes, Afterland brilliantly blends psychological suspense, American noir, and science fiction into an adventure all its own—and perfect for our times.",Science Fiction & Fantasy
Legally Undead,Margo Bond Collins,"A reluctant vampire hunter, stalking New York City as only a scorned bride can.Elle Dupree has her life all figured out: first a wedding, then her PhD, then swank faculty parties where she'll serve wine and cheese and introduce people to her husband the lawyer.But those plans disintegrate when she walks in on a vampire sucking the blood from her fiancé, Greg. Horrified, she screams and runs - not away from the vampire, but toward it, brandishing a wooden letter opener.As she slams the improvised stake into the vampire's heart, a team of black-clad men bursts into the apartment. Turning to face them, Elle realizes Greg's body is gone - and her perfect life falls apart.Fans of Ilona Andrews, Faith Hunter, Dannika Dark, and McKenzie Hunter will love this urban fantasy adventure romance.Get your copy now!",Science Fiction & Fantasy
Glory Lane,Alan Dean Foster,"A mind-blowing cosmic adventure from the #1 New York Times–bestselling author of the Adventures of Pip & Flinx.   It’s just another boring late night in Albuquerque, New Mexico, for Seeth, a disillusioned punk rocker with too much time on his hands and too little money. That is, until he heads to a bowling alley and runs into Kerwin, a geeky graduate student who’s there doing research for a sociology assignment. While trying to distract Kerwin from his scholarly pursuits, Seeth notices two burly cops trying to unlawfully arrest a lone bowler, and for laughs, he jumps in to save him.   When it turns out the bowler, the cops, and even the bowling ball are all different races of aliens involved in an interstellar chase, Seeth and Kerwin find themselves on a ship careening through space—protecting a mysterious, all-powerful lifeform that might possibly be the most valuable thing in the universe.   Seeth’s found the excitement he wanted. And he didn’t even have to leave Albuquerque—just Earth.  Praise for Alan Dean Foster   “One of the most consistently inventive and fertile writers of science-fiction and fantasy.” —The Times (London)   “Alan Dean Foster is a master of creating alien worlds.” —SFRevu.com   “Foster knows how to spin a yarn.” —Starlog   “Alan Dean Foster is the modern day Renaissance writer, as his abilities seem to have no genre boundaries.” —Bookbrowser",Science Fiction & Fantasy
Ballistic Kiss (Sandman Slim Series #11),Richard Kadrey,"""I loved where Kadrey started with this series, but I love where he's going even more.""— NYT Bestselling author Cory DoctorowSandman Slim is back in Los Angeles and kicking more supernatural ass in this inventive, high-octane page-turner—the next to last volume in the popular and acclaimed fantasy adventure series from New York Times bestselling author Richard Kadrey.As the battle between warring angels continues, James Stark is focused on seemingly simpler matters now that he’s resurfaced on earth: an invasion of ghosts. L.A.’s Little Cairo neighborhood has suddenly been overrun by violent spirits, and Thomas Abbott knows if anyone can figure out why they’ve appeared—and how to get rid of them—it’s Stark. Armed with the Room of Thirteen Doors, Stark quickly learns that the answer may reach back to the 1970s and the unsolved murder of small-time actor, Chris Stein. As he begins to dig into the cold case, another area of Stark’s life takes an unexpected turn when he becomes entangled with Janet, a woman he saved during the High Plains Drifter zombie attack. Janet’s brush with the living dead hasn’t quenched her thirst for danger. She’s an adrenaline junkie and a member of The Zero Lodge—a club that promises “there’s zero chance you’ll get out alive.” The Lodge attracts thrill seekers who flock to perilous events such as night walks through the LA Zoo—with its deadliest animals uncaged. Joining the lodge to be with Janet, Stark makes a pair of crucial discoveries that could decide the fate of LA and Heaven itself.To prevent the Little Cairo haunting from consuming the city, Stark must piece together the connections between the Lodge and a missing angel last seen in a Hollywood porn palace. But while he may dispatch the ghosts, Stark knows that without his help, the bloody war in Heaven could rage forever.",Science Fiction & Fantasy
The Black Song,Anthony Ryan,"A matchless warrior is pitted against a near-God in the second epic installment of the Raven’s Blade series.    It has long been our lot in life, brother, to do what others can’t.  Vaelin Al Sorna was known across the realm as the greatest of warriors, but he thought battles were behind him. He was wrong. Prophecy and rumor led him across the sea to find a woman he once loved, and drew him into a war waged by the Darkblade, a man who believes himself a god—and one who has gathered a fanatical army that threatens all of the known world.   After a costly defeat by the Darkblade, Vaelin’s forces are shattered, while the self-proclaimed immortal and his army continue their terrible march. But during the clash, Vaelin regained some of the dark magic that once gave him unrivaled skill in battle. And though the fight he has been drawn into seems near unwinnable, the song that drives him now desires the blood of his enemy above all else…",Science Fiction & Fantasy
Empire in Black and Gold,Adrian Tchaikovsky,"Empire in Black and Gold is the first instalment in the critically-acclaimed fantasy series Shadows of the Apt. It’s brought to you by Adrian Tchaikovsky, winner of the Arthur C. Clarke Award.  The days of peace are over . . . The city states of the Lowlands have lived in peace and prosperity for decades, hailed as bastions of civilization and sophistication. That peace is about to end. Far from the Lowlands, an ancient empire has been conquering city after city with its highly trained armies and sophisticated combat techniques. Now it's set its sights on a new prize. Only the ageing Stenwold Maker – spymaster, artificer and statesman – can see the threat. So it falls upon his shoulders to open the eyes of his people. For war will sweep across their lands, burning away everything in its path. Yet first, he must stop himself from becoming the empire's latest victim.Empire in Black and Gold is followed by the second book in the Shadows of the Apt series, Dragonfly Falling.",Science Fiction & Fantasy
Doctor Who: The Crimson Horror (Target Collection),Mark Gatiss,"""We must get to the bottom of this dark and queer business, no matter what the cost!""   Something ghastly is afoot in Victorian Yorkshire. Something that kills. Bodies are washing up in the canal, their skin a waxy, glowing red,but just what is this crimson horror?  Madam Vastra, Jenny and Strax are despatched to investigate the mystery. Strangely reluctant to assist their enquiries is Mrs Winifred Gillyflower, matriarch of ‘Sweetville’, a seemingly utopian workers’ community.",Science Fiction & Fantasy
Stranger Stars,Cameron Cooper,"A new hope for the Carinad worlds emerges... Danny Andela and her Carinad allies make a desperate bid to recruit a new ally to their cause, one who could change their fortunes in the war with the Slavers.  Stranger Stars is the sixth book in the Iron Hammer space opera science fiction series by award-winning SF author Cameron Cooper. The Iron Hammer series is a spin off from the acclaimed Imperial Hammer series, and features many of the characters and situations from that series.  The Iron Hammer series: 1.0: Galactic Thunder 2.0: Stellar Storm 3.0: Planetary Parlay 4.0: Waxing War 5.0: Ruled Out 6.0: Stranger Stars 7.0: Federal Force 8.0: Redline Rebels  Space Opera Science Fiction Novel __  Praise for Cameron's Imperial Hammer series:  I love sci-fi and this story makes me love it even more.  I am in awe of the writing ability and imagination of Cameron Cooper.  Before reading any of this author's work, I would have stated I did not really like science fiction. THAT has changed.  It's full of action from beginning to end.  Brilliant and intricate.  Many memorable characters – but my favorite is Varg.  Twists and turns so you're never really sure what is going on behind the scenes.  I am so enthralled with the series that I am impatient for the release of the next book.  Cameron somehow describes scenes in ways that make me feel like I am actually present  This story truly does justice to the legacies of the greats, like Orson Scott Card and Frank Herbert.  Edge of your seat action will keep you captivated until the final page!! __  Cameron Cooper is the author of the Imperial Hammer series, an Amazon best-selling space opera series, among others.    Cameron tends to write space opera short stories and novels, but also roams across the science fiction landscape. Cameron was raised on a steady diet of Asimov, Heinlein, Herbert, McCaffrey, and others. Peter F. Hamilton, John Scalzi, Martha Wells and Cory Doctorow are contemporary heroes. An Australian Canadian, Cam lives near the Canadian Rockies.",Science Fiction & Fantasy
Fragile Things: Short Fictions and Wonders,Neil Gaiman,"“A prodigiously imaginative collection.” —New York Times Book Review, Editor’s ChoiceFragile Things is a sterling collection of exceptional tales from Neil Gaiman, multiple award-winning (the Hugo, Bram Stoker, Newberry, and Eisner Awards, to name just a few), #1 New York Times bestselling author of The Graveyard Book, Anansi Boys, Coraline, and the groundbreaking Sandman graphic novel series. A uniquely imaginative creator of wonders whose unique storytelling genius has been acclaimed by a host of literary luminaries from Norman Mailer to Stephen King, Gaiman’s astonishing powers are on glorious displays in Fragile Things. Enter and be amazed!“Dazzling tales from a master of the fantastic.”—Washington Post Book World",Science Fiction & Fantasy
Rain Like Hammers,Brandon Graham,"Eisner award-winning writer and artist BRANDON GRAHAM (KING CITY, PROPHET, MULTIPLE WARHEADS) presents a self-contained graphic novel of distant, far-future science fiction. To rescue El, a young woman who has unknowingly entered a competition for immortality, supercriminal Brik Blok journeys to the palace-world of Skycradle. He disguises himself by mind-transferring into the body of a genetically engineered butler and begins making plans to steal an aristocrat's finger-keys Meanwhile, the walking-cities on the desert-world of Crown Majesty are being picked off by an unseen force!",Science Fiction & Fantasy
A Quantum Singularity by CA Farlow: Book Three in The Nexus Series,C. A. Farlow,"""Fantastic world-building, colorful characters, alternate realities, magic, science, and telepathy between humans, wolves, and horses! Who could ask for anything more?""—MB Panichi, author of Saving Morgan and other award-winning science fiction novelsIn the third book of The Nexus Series, Lauren and Alex's return from Earth is interrupted by the exiled traitor Gwenhywfach, Chief of Clan Cador. The traitor grabs Alex out of the quantum tubula that connects the two worlds. She spirits Alex away into an unknown galaxy on her clan's interstellar ship.All of Terra is devastated by Alex's kidnapping, and Lauren and Alex's soulmate bond is stretched to the limit as the distance separating them grows. Lauren is frantic to get Alex back before their bond is broken. But first, she must fight the Terran Council for her right to make decisions in Alex's stead. Will she manage to vanquish her foes and plan a rescue?Alex's life and the bond between them depends upon it!Book Three in the exciting saga begun in A QUANTUM CONVERGENCE and A QUANTUM UNCERTAINTY!",Science Fiction & Fantasy
Nightfall and Other Stories,Isaac Asimov,"A collection of twenty classic short stories by Isaac Asimov, author of the Foundation series, featuring the definitive and only in-print version of “Nightfall”From one of history’s most influential writers of science fiction comes this collection of twenty short works of fiction, arranged in order of publication from 1941 to 1967. Compiled by Asimov himself, who prefaced each story with an introduction, it begins with “Nightfall,” the tale of a world with eternal sun that is suddenly plunged into total darkness and utter madness. Published when the author was only twenty-one, “Nightfall” was arguably Asimov’s breakout work, making such an impression that, almost thirty years later, the Science Fiction Writers of America voted it the best science-fiction short story ever written.The other stories in the collection span far and wide: Machines that learn to think for themselves—and direct their thoughts to overturning the establishment. The discovery that Earthlings are being destroyed by a mysterious kind of psychological virus. A day when walking outdoors becomes a sign of psychosis. And many more. Twenty stories: each riveting, each a classic.",Science Fiction & Fantasy
